wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id
WO-00376,Inspection – Centrifugal Pump PMP-0042,PMP-0042,PMP,Utilities,2017-11-04,3253,Inspection,Medium,False,2527.83,9.3,0.6,4.9,0.2,15.0,2,2.5,1825,3,2,4,3,48000,
WO-00377,Cleaning – Pressure Vessel VSL-0027,VSL-0027,VSL,Unit-200,2013-01-04,5018,Cleaning,Critical,False,17724.88,19.5,1.4,1.8,6.5,29.2,4,2.8,3650,5,5,5,5,290000,
WO-00378,Replacement – Control Valve VLV-0030,VLV-0030,VLV,Tank-Farm,2018-04-29,3077,Replacement,Medium,False,86445.18,33.7,11.9,15.9,4.4,65.9,8,1.5,1095,3,2,3,2,13500,
WO-00379,Calibration – Centrifugal Pump PMP-0071,PMP-0071,PMP,Tank-Farm,2015-09-21,4028,Calibration,Critical,False,2200.04,1.4,9.1,13.5,1.0,25.0,3,2.5,1825,3,2,4,3,48000,
WO-00380,Cleaning – Instrument/Analyser INST-0056,INST-0056,INST,Unit-200,2023-08-09,1149,Cleaning,Low,False,18206.24,15.5,0.6,1.1,4.9,22.1,3,1.8,730,2,1,3,2,4800,
WO-00381,Replacement – Instrument/Analyser INST-0061,INST-0061,INST,Unit-300,2016-02-18,3878,Replacement,Medium,False,25206.3,38.0,9.1,5.9,6.1,59.1,7,1.8,730,2,1,3,2,4800,
WO-00382,Inspection – Centrifugal Pump PMP-0054,PMP-0054,PMP,Tank-Farm,2016-06-16,3759,Inspection,Low,False,5022.52,6.5,1.5,2.4,0.2,10.6,1,2.5,1825,3,2,4,3,48000,
WO-00383,Cleaning – Reciprocating Compressor CMP-0001,CMP-0001,CMP,Unit-200,2012-08-27,5148,Cleaning,Low,False,1651.36,23.7,0.4,1.6,7.6,33.3,4,3.0,1460,5,4,5,5,490000,
WO-00384,Testing – Centrifugal Pump PMP-0052,PMP-0052,PMP,Unit-300,2016-06-28,3747,Testing,Critical,False,4478.95,15.8,10.3,16.6,1.2,43.900000000000006,5,2.5,1825,3,2,4,3,48000,
WO-00385,Inspection – Instrument/Analyser INST-0131,INST-0131,INST,Unit-100,2024-03-22,923,Inspection,Medium,False,1027.45,3.0,0.5,4.6,0.5,8.6,1,1.8,730,2,1,3,2,4800,
WO-00386,Repair – Control Valve VLV-0078,VLV-0078,VLV,Utilities,2021-03-03,2038,Repair,Low,False,59325.56,44.0,26.5,15.4,7.7,93.60000000000001,12,1.5,1095,3,2,3,2,13500,
WO-00387,Cleaning – Centrifugal Pump PMP-0045,PMP-0045,PMP,Tank-Farm,2017-12-05,3222,Cleaning,Critical,True,13685.79,25.4,0.9,1.6,2.4,30.299999999999997,4,2.5,1825,3,2,4,3,48000,
WO-00388,Cleaning – Reciprocating Compressor CMP-0005,CMP-0005,CMP,Flare-System,2015-04-12,4190,Cleaning,Low,False,2766.69,27.4,0.0,1.4,3.9,32.699999999999996,4,3.0,1460,5,4,5,5,490000,
WO-00389,Replacement – Piping/Pipeline Segment PPL-0030,PPL-0030,PPL,Tank-Farm,2013-06-27,4844,Replacement,Critical,False,8137.59,9.4,12.0,23.7,9.8,54.89999999999999,7,2.0,3285,4,4,3,3,88000,
WO-00390,Overhaul – Control Valve VLV-0027,VLV-0027,VLV,Unit-100,2024-03-23,922,Overhaul,Low,False,73766.65,144.4,33.2,18.5,16.2,212.3,27,1.5,1095,3,2,3,2,13500,
WO-00391,Inspection – Instrument/Analyser INST-0134,INST-0134,INST,Tank-Farm,2013-08-23,4787,Inspection,High,False,2294.11,3.7,0.2,1.7,0.6,6.2,1,1.8,730,2,1,3,2,4800,
WO-00392,Calibration – Distillation Tower TWR-0011,TWR-0011,TWR,Unit-100,2018-09-10,2943,Calibration,Critical,False,2683.66,1.9,7.3,7.2,0.1,16.5,2,2.2,2920,5,5,5,5,980000,
WO-00393,Testing – Heat Exchanger HX-0034,HX-0034,HX,Flare-System,2021-09-06,1851,Testing,Low,False,14454.01,8.9,10.5,14.2,0.6,34.199999999999996,4,2.0,2190,4,3,5,4,195000,WO-00363
WO-00394,Replacement – Control Valve VLV-0059,VLV-0059,VLV,Unit-100,2020-07-10,2274,Replacement,High,False,47451.41,30.3,4.3,11.7,8.7,55.0,7,1.5,1095,3,2,3,2,13500,
WO-00395,Cleaning – Centrifugal Pump PMP-0009,PMP-0009,PMP,Unit-300,2016-09-28,3655,Cleaning,Critical,False,10759.29,8.1,0.0,0.5,2.5,11.1,1,2.5,1825,3,2,4,3,48000,
WO-00396,Calibration – Instrument/Analyser INST-0173,INST-0173,INST,Offsites,2016-08-10,3704,Calibration,High,False,2215.12,1.9,5.4,15.3,0.7,23.3,3,1.8,730,2,1,3,2,4800,
WO-00397,Replacement – Control Valve VLV-0076,VLV-0076,VLV,Unit-300,2022-07-01,1553,Replacement,High,False,65930.4,49.4,10.3,8.6,9.9,78.2,10,1.5,1095,3,2,3,2,13500,
WO-00398,Testing – Instrument/Analyser INST-0019,INST-0019,INST,Offsites,2012-08-04,5171,Testing,Medium,False,12231.17,17.1,19.9,8.2,1.3,46.5,6,1.8,730,2,1,3,2,4800,
WO-00399,Calibration – Heat Exchanger HX-0016,HX-0016,HX,Flare-System,2017-10-02,3286,Calibration,Medium,False,960.38,0.4,4.6,11.7,0.6,17.3,2,2.0,2190,4,3,5,4,195000,
WO-00400,Calibration – Electrical Equipment ELEC-0041,ELEC-0041,ELEC,Offsites,2022-05-16,1599,Calibration,Critical,True,2093.22,0.5,5.8,9.4,0.2,15.899999999999999,2,2.0,1460,3,1,3,3,24000,
WO-00401,Replacement – Control Valve VLV-0004,VLV-0004,VLV,Unit-200,2025-07-22,436,Replacement,Medium,False,34453.37,37.7,3.1,9.4,1.4,51.6,6,1.5,1095,3,2,3,2,13500,WO-00202
WO-00402,Cleaning – Instrument/Analyser INST-0060,INST-0060,INST,Unit-300,2014-12-13,4310,Cleaning,Medium,False,9099.52,7.5,1.9,1.2,7.4,18.0,2,1.8,730,2,1,3,2,4800,
WO-00403,Calibration – Electrical Equipment ELEC-0071,ELEC-0071,ELEC,Unit-100,2013-03-13,4950,Calibration,High,False,2709.86,0.8,7.5,7.7,0.7,16.7,2,2.0,1460,3,1,3,3,24000,
WO-00404,Inspection – Instrument/Analyser INST-0152,INST-0152,INST,Utilities,2014-06-16,4490,Inspection,Medium,False,7670.91,8.9,0.6,5.0,0.3,14.8,2,1.8,730,2,1,3,2,4800,
WO-00405,Repair – Instrument/Analyser INST-0083,INST-0083,INST,Tank-Farm,2016-10-30,3623,Repair,High,False,25758.52,49.4,21.3,4.3,4.8,79.8,10,1.8,730,2,1,3,2,4800,
WO-00406,Calibration – Electrical Equipment ELEC-0081,ELEC-0081,ELEC,Unit-200,2017-03-16,3486,Calibration,Medium,False,580.71,0.5,7.7,6.5,0.4,15.1,2,2.0,1460,3,1,3,3,24000,
WO-00407,Calibration – Heat Exchanger HX-0030,HX-0030,HX,Unit-100,2017-12-27,3200,Calibration,Medium,False,465.67,1.7,7.8,9.4,0.8,19.7,2,2.0,2190,4,3,5,4,195000,
WO-00408,Cleaning – Piping/Pipeline Segment PPL-0023,PPL-0023,PPL,Utilities,2019-03-14,2758,Cleaning,Medium,False,14403.55,21.6,2.0,1.2,8.5,33.3,4,2.0,3285,4,4,3,3,88000,
WO-00409,Repair – Instrument/Analyser INST-0054,INST-0054,INST,Offsites,2014-03-07,4591,Repair,Medium,False,76452.94,25.8,8.3,12.6,5.0,51.7,6,1.8,730,2,1,3,2,4800,
WO-00410,Calibration – Pressure Vessel VSL-0003,VSL-0003,VSL,Tank-Farm,2019-01-17,2814,Calibration,Critical,True,2808.8,0.8,7.7,7.1,0.5,16.1,2,2.8,3650,5,5,5,5,290000,
WO-00411,Overhaul – Control Valve VLV-0027,VLV-0027,VLV,Unit-100,2024-03-23,922,Overhaul,High,False,334021.83,187.1,35.3,23.1,4.1,249.59999999999997,31,1.5,1095,3,2,3,2,13500,
WO-00412,Testing – Instrument/Analyser INST-0172,INST-0172,INST,Unit-200,2015-05-14,4158,Testing,High,False,13873.83,7.9,9.2,12.7,1.4,31.2,4,1.8,730,2,1,3,2,4800,
WO-00413,Inspection – Piping/Pipeline Segment PPL-0031,PPL-0031,PPL,Unit-100,2013-02-19,4972,Inspection,High,False,3580.68,4.1,0.6,1.7,0.7,7.1,1,2.0,3285,4,4,3,3,88000,
WO-00414,Replacement – Instrument/Analyser INST-0137,INST-0137,INST,Unit-200,2017-01-19,3542,Replacement,Low,False,68694.19,33.6,16.3,23.1,2.2,75.2,9,1.8,730,2,1,3,2,4800,
WO-00415,Calibration – Centrifugal Pump PMP-0021,PMP-0021,PMP,Unit-300,2015-05-02,4170,Calibration,High,False,2139.15,0.7,4.8,4.1,1.0,10.6,1,2.5,1825,3,2,4,3,48000,
WO-00416,Overhaul – Distillation Tower TWR-0012,TWR-0012,TWR,Utilities,2015-04-30,4172,Overhaul,Medium,False,333104.76,48.1,15.3,34.2,14.3,111.9,14,2.2,2920,5,5,5,5,980000,
WO-00417,Cleaning – Instrument/Analyser INST-0164,INST-0164,INST,Flare-System,2016-11-15,3607,Cleaning,High,False,15434.46,23.6,0.1,1.4,7.7,32.800000000000004,4,1.8,730,2,1,3,2,4800,
WO-00418,Inspection – Control Valve VLV-0115,VLV-0115,VLV,Tank-Farm,2021-12-19,1747,Inspection,High,False,2182.51,3.6,1.0,1.5,0.7,6.8,1,1.5,1095,3,2,3,2,13500,
WO-00419,Inspection – Electrical Equipment ELEC-0009,ELEC-0009,ELEC,Utilities,2025-04-01,548,Inspection,High,False,2962.75,3.5,2.0,2.2,0.2,7.9,1,2.0,1460,3,1,3,3,24000,
WO-00420,Replacement – Instrument/Analyser INST-0148,INST-0148,INST,Utilities,2021-11-27,1769,Replacement,Low,False,74672.62,48.7,8.6,16.5,5.3,79.10000000000001,10,1.8,730,2,1,3,2,4800,
WO-00421,Cleaning – Centrifugal Pump PMP-0042,PMP-0042,PMP,Utilities,2017-11-04,3253,Cleaning,Medium,False,7957.4,20.9,1.6,0.9,9.9,33.3,4,2.5,1825,3,2,4,3,48000,
WO-00422,Inspection – Instrument/Analyser INST-0055,INST-0055,INST,Tank-Farm,2020-07-17,2267,Inspection,Medium,False,6421.99,6.8,1.1,3.1,0.9,11.9,1,1.8,730,2,1,3,2,4800,
WO-00423,Cleaning – Heat Exchanger HX-0028,HX-0028,HX,Unit-100,2012-12-08,5045,Cleaning,Medium,False,2172.64,14.8,1.8,1.4,2.4,20.4,3,2.0,2190,4,3,5,4,195000,
WO-00424,Repair – Instrument/Analyser INST-0011,INST-0011,INST,Unit-100,2023-03-09,1302,Repair,Medium,False,44641.37,10.1,18.6,3.0,3.9,35.6,4,1.8,730,2,1,3,2,4800,
WO-00425,Repair – Control Valve VLV-0107,VLV-0107,VLV,Utilities,2017-05-13,3428,Repair,Medium,False,29908.06,87.1,27.9,2.4,3.2,120.60000000000001,15,1.5,1095,3,2,3,2,13500,
WO-00426,Calibration – Electrical Equipment ELEC-0030,ELEC-0030,ELEC,Flare-System,2019-01-14,2817,Calibration,Critical,False,1298.77,1.3,6.9,15.8,0.7,24.7,3,2.0,1460,3,1,3,3,24000,
WO-00427,Inspection – Electrical Equipment ELEC-0068,ELEC-0068,ELEC,Flare-System,2025-09-11,385,Inspection,Medium,False,1582.18,9.5,1.8,4.2,0.1,15.6,2,2.0,1460,3,1,3,3,24000,
WO-00428,Inspection – Distillation Tower TWR-0007,TWR-0007,TWR,Flare-System,2014-12-13,4310,Inspection,Low,False,3326.04,4.1,1.7,1.6,0.6,8.0,1,2.2,2920,5,5,5,5,980000,WO-00330
WO-00429,Calibration – Instrument/Analyser INST-0042,INST-0042,INST,Unit-100,2013-05-08,4894,Calibration,Low,False,421.85,1.8,7.1,11.3,0.7,20.900000000000002,3,1.8,730,2,1,3,2,4800,WO-00323
WO-00430,Overhaul – Instrument/Analyser INST-0098,INST-0098,INST,Unit-300,2016-12-04,3588,Overhaul,High,False,325823.07,130.5,11.0,41.1,6.5,189.1,24,1.8,730,2,1,3,2,4800,WO-00356
WO-00431,Replacement – Instrument/Analyser INST-0116,INST-0116,INST,Unit-100,2012-03-08,5320,Replacement,Low,False,37204.69,28.9,13.1,10.2,2.6,54.800000000000004,7,1.8,730,2,1,3,2,4800,
WO-00432,Testing – Instrument/Analyser INST-0103,INST-0103,INST,Unit-300,2017-05-18,3423,Testing,Low,False,7149.47,7.9,4.9,4.7,0.8,18.3,2,1.8,730,2,1,3,2,4800,
WO-00433,Calibration – Electrical Equipment ELEC-0015,ELEC-0015,ELEC,Unit-300,2025-01-14,625,Calibration,High,False,1177.95,1.9,5.4,8.4,0.4,16.1,2,2.0,1460,3,1,3,3,24000,
WO-00434,Repair – Piping/Pipeline Segment PPL-0034,PPL-0034,PPL,Unit-100,2023-10-28,1069,Repair,High,False,30171.52,68.5,14.1,18.2,6.8,107.6,13,2.0,3285,4,4,3,3,88000,
WO-00435,Inspection – Electrical Equipment ELEC-0043,ELEC-0043,ELEC,Offsites,2013-11-13,4705,Inspection,High,False,7274.18,6.4,0.6,4.5,0.1,11.6,1,2.0,1460,3,1,3,3,24000,
WO-00436,Cleaning – Heat Exchanger HX-0004,HX-0004,HX,Unit-100,2018-11-03,2889,Cleaning,Critical,True,9155.54,15.4,0.5,0.3,2.3,18.5,2,2.0,2190,4,3,5,4,195000,
WO-00437,Testing – Instrument/Analyser INST-0004,INST-0004,INST,Unit-100,2021-12-18,1748,Testing,High,False,8843.35,10.8,11.7,18.2,0.3,41.0,5,1.8,730,2,1,3,2,4800,WO-00370
WO-00438,Cleaning – Distillation Tower TWR-0007,TWR-0007,TWR,Flare-System,2014-12-13,4310,Cleaning,Critical,False,12497.54,22.5,1.8,1.6,3.5,29.400000000000002,4,2.2,2920,5,5,5,5,980000,
WO-00439,Inspection – Instrument/Analyser INST-0024,INST-0024,INST,Unit-100,2021-11-11,1785,Inspection,Medium,False,6398.13,9.3,1.9,2.2,0.8,14.200000000000003,2,1.8,730,2,1,3,2,4800,
WO-00440,Repair – Instrument/Analyser INST-0037,INST-0037,INST,Unit-300,2014-09-26,4388,Repair,High,False,44772.46,21.4,6.1,19.2,4.8,51.5,6,1.8,730,2,1,3,2,4800,
WO-00441,Replacement – Instrument/Analyser INST-0155,INST-0155,INST,Unit-100,2017-09-16,3302,Replacement,Medium,False,48577.46,57.1,3.1,6.4,8.1,74.7,9,1.8,730,2,1,3,2,4800,WO-00164
WO-00442,Inspection – Pressure Vessel VSL-0010,VSL-0010,VSL,Utilities,2016-02-26,3870,Inspection,Medium,False,855.01,3.8,0.5,1.1,0.2,5.6000000000000005,1,2.8,3650,5,5,5,5,290000,
WO-00443,Repair – Control Valve VLV-0032,VLV-0032,VLV,Unit-300,2017-04-25,3446,Repair,Medium,False,72062.39,43.9,12.3,20.0,7.9,84.10000000000001,11,1.5,1095,3,2,3,2,13500,
WO-00444,Replacement – Distillation Tower TWR-0005,TWR-0005,TWR,Tank-Farm,2024-12-13,657,Replacement,High,False,41950.13,34.8,11.8,4.3,9.6,60.49999999999999,8,2.2,2920,5,5,5,5,980000,
WO-00445,Cleaning – Electrical Equipment ELEC-0060,ELEC-0060,ELEC,Tank-Farm,2015-08-10,4070,Cleaning,Medium,False,6075.31,22.4,1.5,0.2,6.8,30.9,4,2.0,1460,3,1,3,3,24000,
WO-00446,Repair – Control Valve VLV-0062,VLV-0062,VLV,Unit-300,2025-01-09,630,Repair,High,False,18075.11,88.7,16.0,3.7,2.0,110.4,14,1.5,1095,3,2,3,2,13500,
WO-00447,Replacement – Centrifugal Pump PMP-0013,PMP-0013,PMP,Unit-200,2014-03-04,4594,Replacement,High,False,62086.67,46.9,5.4,23.9,2.5,78.69999999999999,10,2.5,1825,3,2,4,3,48000,
WO-00448,Testing – Piping/Pipeline Segment PPL-0031,PPL-0031,PPL,Unit-100,2013-02-19,4972,Testing,High,False,12571.36,13.7,18.3,6.7,0.0,38.7,5,2.0,3285,4,4,3,3,88000,
WO-00449,Inspection – Reciprocating Compressor CMP-0007,CMP-0007,CMP,Flare-System,2018-06-29,3016,Inspection,Medium,False,3247.37,3.8,1.8,4.5,0.8,10.9,1,3.0,1460,5,4,5,5,490000,
WO-00450,Inspection – Instrument/Analyser INST-0083,INST-0083,INST,Tank-Farm,2016-10-30,3623,Inspection,Medium,False,957.92,7.2,1.3,2.5,0.5,11.5,1,1.8,730,2,1,3,2,4800,
WO-00451,Replacement – Electrical Equipment ELEC-0026,ELEC-0026,ELEC,Utilities,2019-09-19,2569,Replacement,Medium,False,41129.16,29.8,12.9,23.1,5.8,71.60000000000001,9,2.0,1460,3,1,3,3,24000,
WO-00452,Calibration – Control Valve VLV-0038,VLV-0038,VLV,Tank-Farm,2015-04-25,4177,Calibration,Low,False,517.82,1.3,5.9,13.2,0.0,20.4,3,1.5,1095,3,2,3,2,13500,
WO-00453,Testing – Control Valve VLV-0079,VLV-0079,VLV,Unit-300,2016-02-27,3869,Testing,High,False,550.49,5.8,7.6,19.6,1.2,34.2,4,1.5,1095,3,2,3,2,13500,
WO-00454,Calibration – Control Valve VLV-0042,VLV-0042,VLV,Unit-300,2014-03-19,4579,Calibration,High,False,1189.73,0.9,5.1,12.3,0.5,18.8,2,1.5,1095,3,2,3,2,13500,
WO-00455,Overhaul – Heat Exchanger HX-0014,HX-0014,HX,Unit-100,2018-12-11,2851,Overhaul,Critical,True,546377.23,140.6,46.5,31.1,19.4,237.6,30,2.0,2190,4,3,5,4,195000,
WO-00456,Calibration – Heat Exchanger HX-0016,HX-0016,HX,Flare-System,2017-10-02,3286,Calibration,Low,False,940.1,0.0,3.3,4.3,0.9,8.5,1,2.0,2190,4,3,5,4,195000,WO-00444
WO-00457,Calibration – Reciprocating Compressor CMP-0002,CMP-0002,CMP,Utilities,2023-06-13,1206,Calibration,High,False,502.76,1.8,8.0,9.3,0.5,19.6,2,3.0,1460,5,4,5,5,490000,
WO-00458,Inspection – Distillation Tower TWR-0005,TWR-0005,TWR,Tank-Farm,2024-12-13,657,Inspection,Medium,False,4311.4,7.9,0.4,2.8,0.5,11.600000000000001,1,2.2,2920,5,5,5,5,980000,
WO-00459,Testing – Instrument/Analyser INST-0038,INST-0038,INST,Unit-200,2018-01-25,3171,Testing,Critical,False,12800.0,13.2,15.7,16.1,1.1,46.1,6,1.8,730,2,1,3,2,4800,
WO-00460,Calibration – Centrifugal Pump PMP-0010,PMP-0010,PMP,Tank-Farm,2019-07-20,2630,Calibration,Critical,False,2205.74,1.0,9.0,14.8,0.4,25.2,3,2.5,1825,3,2,4,3,48000,WO-00148
WO-00461,Inspection – Electrical Equipment ELEC-0055,ELEC-0055,ELEC,Unit-200,2019-12-17,2480,Inspection,Medium,False,3203.31,5.7,0.3,1.8,0.2,8.0,1,2.0,1460,3,1,3,3,24000,
WO-00462,Calibration – Instrument/Analyser INST-0129,INST-0129,INST,Tank-Farm,2025-03-27,553,Calibration,Critical,False,1272.23,0.3,2.9,5.4,0.4,9.0,1,1.8,730,2,1,3,2,4800,
WO-00463,Replacement – Centrifugal Pump PMP-0045,PMP-0045,PMP,Tank-Farm,2017-12-05,3222,Replacement,Low,False,115576.32,34.4,16.8,6.6,3.4,61.2,8,2.5,1825,3,2,4,3,48000,
WO-00464,Replacement – Electrical Equipment ELEC-0053,ELEC-0053,ELEC,Unit-300,2014-07-28,4448,Replacement,Critical,False,79566.7,58.8,11.9,10.1,5.8,86.6,11,2.0,1460,3,1,3,3,24000,
WO-00465,Inspection – Centrifugal Pump PMP-0019,PMP-0019,PMP,Utilities,2025-02-20,588,Inspection,High,False,653.07,9.1,1.3,2.2,0.2,12.8,2,2.5,1825,3,2,4,3,48000,WO-00264
WO-00466,Repair – Instrument/Analyser INST-0057,INST-0057,INST,Offsites,2024-01-29,976,Repair,High,False,25332.85,37.6,26.2,18.1,9.2,91.10000000000001,11,1.8,730,2,1,3,2,4800,
WO-00467,Inspection – Distillation Tower TWR-0009,TWR-0009,TWR,Tank-Farm,2025-03-10,570,Inspection,Low,False,3855.98,4.4,1.8,1.1,0.6,7.9,1,2.2,2920,5,5,5,5,980000,
WO-00468,Testing – Instrument/Analyser INST-0020,INST-0020,INST,Utilities,2023-09-04,1123,Testing,Low,False,9926.89,19.1,5.5,11.2,0.0,35.8,4,1.8,730,2,1,3,2,4800,
WO-00469,Repair – Piping/Pipeline Segment PPL-0018,PPL-0018,PPL,Unit-200,2024-05-14,870,Repair,Critical,False,4188.1,9.7,13.5,6.7,8.6,38.5,5,2.0,3285,4,4,3,3,88000,
WO-00470,Calibration – Storage Tank TNK-0020,TNK-0020,TNK,Flare-System,2013-08-22,4788,Calibration,High,False,1752.49,0.8,3.2,20.0,0.6,24.6,3,3.5,5475,4,5,3,4,390000,
WO-00471,Replacement – Control Valve VLV-0041,VLV-0041,VLV,Offsites,2023-09-16,1111,Replacement,High,False,109158.75,50.7,16.6,16.3,9.0,92.60000000000001,12,1.5,1095,3,2,3,2,13500,
WO-00472,Calibration – Instrument/Analyser INST-0069,INST-0069,INST,Utilities,2014-01-05,4652,Calibration,Medium,False,1332.45,1.2,10.0,19.8,0.5,31.5,4,1.8,730,2,1,3,2,4800,
WO-00473,Repair – Piping/Pipeline Segment PPL-0020,PPL-0020,PPL,Flare-System,2021-11-10,1786,Repair,Medium,False,78879.59,79.6,5.7,7.8,9.1,102.19999999999999,13,2.0,3285,4,4,3,3,88000,
WO-00474,Calibration – Instrument/Analyser INST-0162,INST-0162,INST,Utilities,2022-12-04,1397,Calibration,Medium,False,2070.19,0.8,5.2,16.9,0.3,23.2,3,1.8,730,2,1,3,2,4800,
WO-00475,Calibration – Electrical Equipment ELEC-0081,ELEC-0081,ELEC,Unit-200,2017-03-16,3486,Calibration,Medium,False,2564.76,0.6,7.9,5.7,0.1,14.299999999999999,2,2.0,1460,3,1,3,3,24000,
WO-00476,Inspection – Pressure Vessel VSL-0018,VSL-0018,VSL,Offsites,2013-06-14,4857,Inspection,Medium,False,7612.97,9.2,0.1,4.4,0.5,14.2,2,2.8,3650,5,5,5,5,290000,
WO-00477,Repair – Control Valve VLV-0044,VLV-0044,VLV,Offsites,2012-11-12,5071,Repair,Medium,False,47004.01,18.7,4.1,10.9,9.5,43.199999999999996,5,1.5,1095,3,2,3,2,13500,
WO-00478,Replacement – Instrument/Analyser INST-0026,INST-0026,INST,Unit-300,2017-03-15,3487,Replacement,High,False,8556.03,55.6,7.9,18.1,7.2,88.8,11,1.8,730,2,1,3,2,4800,
WO-00479,Inspection – Electrical Equipment ELEC-0036,ELEC-0036,ELEC,Unit-300,2025-02-01,607,Inspection,Medium,False,3449.0,4.5,1.4,4.3,0.2,10.399999999999999,1,2.0,1460,3,1,3,3,24000,
WO-00480,Inspection – Piping/Pipeline Segment PPL-0001,PPL-0001,PPL,Utilities,2014-08-02,4443,Inspection,High,False,2185.49,8.1,1.6,4.1,0.1,13.899999999999999,2,2.0,3285,4,4,3,3,88000,
WO-00481,Overhaul – Instrument/Analyser INST-0135,INST-0135,INST,Tank-Farm,2014-07-19,4457,Overhaul,Medium,False,595019.48,170.8,47.3,14.1,13.0,245.20000000000002,31,1.8,730,2,1,3,2,4800,
WO-00482,Replacement – Instrument/Analyser INST-0148,INST-0148,INST,Utilities,2021-11-27,1769,Replacement,Medium,False,77738.48,34.6,19.9,7.5,9.4,71.4,9,1.8,730,2,1,3,2,4800,
WO-00483,Overhaul – Instrument/Analyser INST-0026,INST-0026,INST,Unit-300,2017-03-15,3487,Overhaul,Low,False,324232.1,93.1,48.5,46.3,23.5,211.39999999999998,26,1.8,730,2,1,3,2,4800,
WO-00484,Cleaning – Control Valve VLV-0067,VLV-0067,VLV,Tank-Farm,2016-10-05,3648,Cleaning,Medium,False,11840.45,24.4,0.0,1.7,6.0,32.099999999999994,4,1.5,1095,3,2,3,2,13500,
WO-00485,Replacement – Pressure Vessel VSL-0011,VSL-0011,VSL,Unit-100,2019-05-25,2686,Replacement,Critical,False,47391.66,9.6,9.6,12.2,3.0,34.4,4,2.8,3650,5,5,5,5,290000,
WO-00486,Cleaning – Instrument/Analyser INST-0018,INST-0018,INST,Unit-200,2015-12-18,3940,Cleaning,Medium,False,8626.51,23.9,0.2,1.2,3.3,28.599999999999998,4,1.8,730,2,1,3,2,4800,
WO-00487,Cleaning – Electrical Equipment ELEC-0036,ELEC-0036,ELEC,Unit-300,2025-02-01,607,Cleaning,High,False,16415.14,14.3,1.0,0.4,5.7,21.400000000000002,3,2.0,1460,3,1,3,3,24000,
WO-00488,Cleaning – Instrument/Analyser INST-0053,INST-0053,INST,Tank-Farm,2025-07-18,440,Cleaning,Critical,True,11435.72,22.7,0.9,0.5,4.2,28.299999999999997,4,1.8,730,2,1,3,2,4800,
WO-00489,Cleaning – Electrical Equipment ELEC-0022,ELEC-0022,ELEC,Unit-300,2024-03-08,937,Cleaning,Critical,False,20941.14,22.5,0.9,0.4,8.9,32.699999999999996,4,2.0,1460,3,1,3,3,24000,WO-00157
WO-00490,Replacement – Centrifugal Pump PMP-0018,PMP-0018,PMP,Unit-200,2019-03-23,2749,Replacement,Critical,False,103510.74,28.4,4.1,9.3,6.4,48.199999999999996,6,2.5,1825,3,2,4,3,48000,
WO-00491,Cleaning – Instrument/Analyser INST-0179,INST-0179,INST,Tank-Farm,2014-10-14,4370,Cleaning,Medium,False,11515.89,12.0,0.5,1.6,5.2,19.3,2,1.8,730,2,1,3,2,4800,
WO-00492,Overhaul – Instrument/Analyser INST-0023,INST-0023,INST,Unit-100,2023-11-16,1050,Overhaul,Low,False,68742.3,128.1,29.3,27.2,20.3,204.9,26,1.8,730,2,1,3,2,4800,
WO-00493,Calibration – Piping/Pipeline Segment PPL-0044,PPL-0044,PPL,Unit-300,2020-02-02,2433,Calibration,Medium,False,1831.79,1.1,7.2,8.6,0.8,17.7,2,2.0,3285,4,4,3,3,88000,
WO-00494,Replacement – Instrument/Analyser INST-0001,INST-0001,INST,Offsites,2013-11-04,4714,Replacement,Critical,False,108824.09,52.1,9.6,22.2,2.1,86.0,11,1.8,730,2,1,3,2,4800,
WO-00495,Replacement – Instrument/Analyser INST-0006,INST-0006,INST,Utilities,2017-03-13,3489,Replacement,Medium,False,70025.11,26.3,19.0,9.1,3.5,57.9,7,1.8,730,2,1,3,2,4800,
WO-00496,Inspection – Centrifugal Pump PMP-0080,PMP-0080,PMP,Utilities,2016-12-22,3570,Inspection,Critical,True,5983.92,5.0,2.0,3.8,0.1,10.9,1,2.5,1825,3,2,4,3,48000,
WO-00497,Inspection – Electrical Equipment ELEC-0030,ELEC-0030,ELEC,Flare-System,2019-01-14,2817,Inspection,High,False,7649.4,7.5,0.9,1.8,0.9,11.100000000000001,1,2.0,1460,3,1,3,3,24000,WO-00445
WO-00498,Calibration – Instrument/Analyser INST-0145,INST-0145,INST,Unit-300,2013-10-24,4725,Calibration,Low,False,2337.31,0.6,6.0,7.6,0.4,14.6,2,1.8,730,2,1,3,2,4800,
WO-00499,Calibration – Electrical Equipment ELEC-0065,ELEC-0065,ELEC,Unit-200,2016-01-21,3906,Calibration,High,False,2570.52,1.1,3.9,15.4,0.5,20.9,3,2.0,1460,3,1,3,3,24000,
WO-00500,Overhaul – Centrifugal Pump PMP-0058,PMP-0058,PMP,Unit-100,2015-08-24,4056,Overhaul,Critical,True,386381.53,187.1,18.2,44.8,11.6,261.7,33,2.5,1825,3,2,4,3,48000,
