wo_id,description,asset_tag,asset_class,area,install_date,age_days,task_type,priority,mandatory,estimated_cost_usd,mech_hours,elec_hours,inst_hours,civil_hours,total_craft_hours,duration_days,weibull_beta,weibull_eta,c_safety,c_env,c_prod,c_cost,replace_usd,predecessor_wo_id,priority_weight,asset_master_linked,asset_name,fitted_beta,fitted_eta,failure_prob,rul_days,weibull_source,consequence_score,likelihood_tier,consequence_tier,risk_score,risk_level,deferred_cost_usd,net_value_usd,selected,decision
WO-00215,Cleaning – Instrument/Analyser INST-0098,INST-0098,Inst,Unit-300,2016-12-04,3588,Cleaning,Medium,False,10507.52,13.9,1.2,1.5,6.5,23.1,3,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9648158012428134,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1389.33,-9118.19,False,DEFER
WO-00216,Calibration – Centrifugal Pump PMP-0032,PMP-0032,Pmp,Unit-300,2021-09-19,1838,Calibration,Critical,False,2174.74,1.7,2.5,16.1,0.5,20.8,3,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.4418074638742714,709.7050284155362,asset_inline_fallback,3.0,4,3,12,HIGH,9543.04,7368.3,True,INCLUDE
WO-00217,Calibration – Pressure Vessel VSL-0014,VSL-0014,Vsl,Unit-100,2019-07-25,2625,Calibration,Critical,True,2206.31,1.0,8.4,8.8,0.2,18.400000000000002,2,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.16034305659194828,2291.495097278379,asset_inline_fallback,5.0,3,5,15,HIGH,34874.61,32668.3,True,INCLUDE
WO-00218,Overhaul – Heat Exchanger HX-0009,HX-0009,Hx,Utilities,2017-08-15,3334,Overhaul,Critical,False,422121.16,209.1,38.3,15.3,11.3,274.0,34,2.0,2190,4,3,5,4,195000,,4,True,Heat Exchanger,2.0,2190.0,0.4144688651558386,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,48492.86,-373628.3,False,DEFER
WO-00219,Calibration – Instrument/Analyser INST-0025,INST-0025,Inst,Unit-300,2019-10-07,2551,Calibration,High,False,894.88,1.1,8.3,14.7,0.3,24.400000000000002,3,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9248044830994435,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1331.72,436.84,True,INCLUDE
WO-00220,Cleaning – Heat Exchanger HX-0010,HX-0010,Hx,Unit-300,2017-06-26,3384,Cleaning,Critical,True,14187.23,6.3,1.7,1.0,5.8,14.8,2,2.0,2190,4,3,5,4,195000,,4,True,Heat Exchanger,2.0,2190.0,0.41890804877627125,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,49012.24,34825.01,True,INCLUDE
WO-00221,Replacement – Instrument/Analyser INST-0025,INST-0025,Inst,Unit-300,2019-10-07,2551,Replacement,Low,False,43274.86,22.1,12.2,13.2,9.0,56.5,7,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.9248044830994435,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1331.72,-41943.14,False,DEFER
WO-00222,Replacement – Control Valve VLV-0082,VLV-0082,Vlv,Tank-Farm,2019-01-09,2822,Replacement,High,False,16512.12,48.8,19.9,21.3,1.2,91.19999999999999,11,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.5631209718332107,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3021.85,-13490.27,False,DEFER
WO-00223,Inspection – Centrifugal Pump PMP-0013,PMP-0013,Pmp,Unit-200,2014-03-04,4594,Inspection,High,False,6673.77,6.7,1.0,3.2,0.3,11.200000000000001,1,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.8796656890365626,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,19000.78,12327.01,True,INCLUDE
WO-00224,Inspection – Centrifugal Pump PMP-0078,PMP-0078,Pmp,Tank-Farm,2015-02-20,4241,Inspection,Medium,False,5380.49,7.9,1.3,2.3,0.8,12.3,2,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.8485040839650249,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,18327.69,12947.2,True,INCLUDE
WO-00225,Inspection – Instrument/Analyser INST-0021,INST-0021,Inst,Utilities,2020-02-06,2429,Inspection,High,False,2044.07,7.1,0.6,1.5,0.2,9.399999999999999,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9174889015852964,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1321.18,-722.89,False,DEFER
WO-00226,Overhaul – Centrifugal Pump PMP-0050,PMP-0050,Pmp,Unit-200,2024-12-08,662,Overhaul,Critical,True,370320.49,75.3,37.9,19.8,10.2,143.2,18,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.14641461201689956,1885.705029410246,asset_inline_fallback,3.0,2,3,6,MEDIUM,3162.56,-367157.93,True,INCLUDE
WO-00227,Calibration – Electrical Equipment ELEC-0061,ELEC-0061,Elec,Offsites,2015-06-02,4139,Calibration,Low,False,2887.48,1.0,2.3,8.2,0.2,11.7,1,2.0,1460,3,1,3,3,24000,,1,True,Electrical Equipment,2.0,1460.0,0.7723545156712789,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,6951.19,4063.71,True,INCLUDE
WO-00228,Inspection – Instrument/Analyser INST-0180,INST-0180,Inst,Flare-System,2019-08-14,2605,Inspection,Medium,False,7751.92,6.7,1.0,4.4,0.0,12.100000000000001,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9278126695625368,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1336.05,-6415.87,False,DEFER
WO-00229,Inspection – Instrument/Analyser INST-0149,INST-0149,Inst,Flare-System,2023-02-16,1323,Inspection,High,False,6821.76,6.2,0.1,4.3,0.0,10.6,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.7991722432188798,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1150.81,-5670.95,False,DEFER
WO-00230,Calibration – Heat Exchanger HX-0028,HX-0028,Hx,Unit-100,2012-12-08,5045,Calibration,Critical,True,1501.64,1.8,7.1,14.0,0.3,23.2,3,2.0,2190,4,3,5,4,195000,,4,True,Heat Exchanger,2.0,2190.0,0.5487176582596842,2190.0,asset_inline_fallback,4.0,4,4,16,HIGH,64199.97,62698.33,True,INCLUDE
WO-00231,Testing – Electrical Equipment ELEC-0023,ELEC-0023,Elec,Flare-System,2025-09-25,371,Testing,Medium,False,2019.57,11.5,9.5,9.3,1.2,31.5,4,2.0,1460,3,1,3,3,24000,WO-00197,2,True,Electrical Equipment,2.0,1460.0,0.17267261735183514,1844.4436088667785,asset_inline_fallback,2.5,3,2,6,MEDIUM,1554.05,-465.52,False,DEFER
WO-00232,Calibration – Instrument/Analyser INST-0103,INST-0103,Inst,Unit-300,2017-05-18,3423,Calibration,High,False,2632.64,0.6,5.7,4.1,0.7,11.099999999999998,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9604202595769827,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1383.01,-1249.63,False,DEFER
WO-00233,Cleaning – Control Valve VLV-0111,VLV-0111,Vlv,Offsites,2019-11-23,2504,Cleaning,Low,False,5063.21,23.7,1.6,1.8,2.4,29.5,4,1.5,1095,3,2,3,2,13500,WO-00167,1,True,Control Valve,1.5,1095.0,0.5429762241834373,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,2913.75,-2149.46,False,DEFER
WO-00234,Replacement – Centrifugal Pump PMP-0001,PMP-0001,Pmp,Offsites,2014-12-04,4319,Replacement,Critical,True,40584.87,21.0,6.8,15.1,3.2,46.1,6,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.8559100511195141,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,18487.66,-22097.21,True,INCLUDE
WO-00235,Cleaning – Instrument/Analyser INST-0037,INST-0037,Inst,Unit-300,2014-09-26,4388,Cleaning,Critical,True,21064.63,20.6,1.2,0.3,8.5,30.6,4,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-19624.63,True,INCLUDE
WO-00236,Replacement – Electrical Equipment ELEC-0023,ELEC-0023,Elec,Flare-System,2025-09-25,371,Replacement,Medium,False,11561.78,42.7,8.6,17.0,4.1,72.4,9,2.0,1460,3,1,3,3,24000,WO-00203,2,True,Electrical Equipment,2.0,1460.0,0.17267261735183514,1844.4436088667785,asset_inline_fallback,2.5,3,2,6,MEDIUM,1554.05,-10007.73,False,DEFER
WO-00237,Overhaul – Centrifugal Pump PMP-0021,PMP-0021,Pmp,Unit-300,2015-05-02,4170,Overhaul,High,False,41664.68,126.0,34.9,30.9,5.5,197.3,25,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.8414929558742112,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,18176.25,-23488.43,False,DEFER
WO-00238,Replacement – Centrifugal Pump PMP-0033,PMP-0033,Pmp,Offsites,2016-03-15,3852,Replacement,Critical,False,6660.0,16.1,11.0,10.2,7.2,44.5,6,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.806772052388491,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,17426.28,10766.28,True,INCLUDE
WO-00239,Calibration – Control Valve VLV-0106,VLV-0106,Vlv,Utilities,2014-07-27,4449,Calibration,Medium,False,1002.14,1.2,8.4,10.2,0.0,19.799999999999997,2,1.5,1095,3,2,3,2,13500,WO-00048,2,True,Control Valve,1.5,1095.0,0.6423651518974338,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3447.09,2444.95,False,DEFER
WO-00240,Testing – Instrument/Analyser INST-0026,INST-0026,Inst,Unit-300,2017-03-15,3487,Testing,Medium,False,14550.38,6.0,19.1,10.9,0.3,36.3,5,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9621916216530266,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1385.56,-13164.82,False,DEFER
WO-00241,Overhaul – Instrument/Analyser INST-0003,INST-0003,Inst,Tank-Farm,2023-01-19,1351,Overhaul,Critical,False,330449.88,205.5,22.1,36.0,11.3,274.90000000000003,34,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,0.8039080875111133,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1157.63,-329292.25,False,DEFER
WO-00242,Replacement – Pressure Vessel VSL-0013,VSL-0013,Vsl,Unit-300,2019-05-03,2708,Replacement,Low,False,114253.96,33.1,3.9,17.8,9.7,64.5,8,2.8,3650,5,5,5,5,290000,,1,True,Pressure Vessel,2.8,3650.0,0.16819808784671483,2208.495289874083,asset_inline_fallback,5.0,3,5,15,HIGH,36583.08,-77670.88,False,DEFER
WO-00243,Cleaning – Control Valve VLV-0026,VLV-0026,Vlv,Tank-Farm,2014-10-09,4375,Cleaning,Medium,False,10030.74,17.9,1.6,1.7,8.6,29.799999999999997,4,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6394025914514441,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3431.19,-6599.55,False,DEFER
WO-00244,Inspection – Centrifugal Pump PMP-0038,PMP-0038,Pmp,Tank-Farm,2019-05-01,2710,Inspection,Medium,False,4811.88,3.3,0.1,3.0,0.7,7.1000000000000005,1,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.6314444591381667,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,13639.2,8827.32,True,INCLUDE
WO-00245,Calibration – Centrifugal Pump PMP-0020,PMP-0020,Pmp,Unit-200,2016-03-12,3855,Calibration,Critical,False,2600.27,1.5,7.6,4.2,0.6,13.9,2,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.8071259671587534,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,17433.92,14833.65,True,INCLUDE
WO-00246,Inspection – Centrifugal Pump PMP-0062,PMP-0062,Pmp,Offsites,2019-07-06,2644,Inspection,Medium,False,1757.45,8.6,1.5,4.8,1.0,15.899999999999999,2,2.5,1825,3,2,4,3,48000,,2,True,Centrifugal Pump,2.5,1825.0,0.6187189641541542,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,13364.33,11606.88,True,INCLUDE
WO-00247,Inspection – Instrument/Analyser INST-0138,INST-0138,Inst,Utilities,2013-09-29,4750,Inspection,Low,False,7100.03,8.7,1.7,1.6,0.1,12.099999999999998,2,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-5660.03,False,DEFER
WO-00248,Inspection – Electrical Equipment ELEC-0017,ELEC-0017,Elec,Unit-300,2024-11-26,674,Inspection,Low,False,3327.8,5.6,0.2,1.1,1.0,7.9,1,2.0,1460,3,1,3,3,24000,,1,True,Electrical Equipment,2.0,1460.0,0.2542179784638042,1541.4436088554112,asset_inline_fallback,2.5,3,2,6,MEDIUM,2287.96,-1039.84,False,DEFER
WO-00249,Repair – Pressure Vessel VSL-0019,VSL-0019,Vsl,Unit-200,2014-01-16,4641,Repair,Medium,False,24195.92,28.2,15.1,10.2,1.1,54.6,7,2.8,3650,5,5,5,5,290000,,2,True,Pressure Vessel,2.8,3650.0,0.3703733619900531,275.4953402408555,asset_inline_fallback,5.0,4,5,20,CRITICAL,80556.21,56360.29,True,INCLUDE
WO-00250,Testing – Centrifugal Pump PMP-0049,PMP-0049,Pmp,Unit-100,2013-10-24,4725,Testing,High,False,8166.02,9.0,11.9,5.9,0.5,27.299999999999997,3,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.8897677461669203,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,19218.98,11052.96,True,INCLUDE
WO-00251,Overhaul – Pressure Vessel VSL-0006,VSL-0006,Vsl,Unit-300,2012-06-11,5225,Overhaul,Critical,True,333845.33,209.8,17.5,9.2,4.8,241.3,30,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.43348690740092927,3650.0,asset_inline_fallback,5.0,4,5,20,CRITICAL,94283.4,-239561.93,True,INCLUDE
WO-00252,Cleaning – Piping/Pipeline Segment PPL-0037,PPL-0037,Ppl,Tank-Farm,2013-12-01,4687,Cleaning,High,False,20396.44,25.3,1.3,0.8,3.2,30.6,4,2.0,3285,4,4,3,3,88000,,3,True,Piping/Pipeline Segment,2.0,3285.0,0.2806518146104407,297.74812008741173,asset_inline_fallback,3.65,3,4,12,HIGH,13521.8,-6874.64,False,DEFER
WO-00253,Replacement – Control Valve VLV-0023,VLV-0023,Vlv,Flare-System,2017-05-31,3410,Replacement,Low,False,105052.98,33.3,6.1,9.8,2.2,51.400000000000006,6,1.5,1095,3,2,3,2,13500,,1,True,Control Valve,1.5,1095.0,0.5956823848507298,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3196.58,-101856.4,False,DEFER
WO-00254,Inspection – Instrument/Analyser INST-0013,INST-0013,Inst,Utilities,2014-10-13,4371,Inspection,High,False,695.06,3.5,1.6,3.1,0.6,8.799999999999999,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,744.94,True,INCLUDE
WO-00255,Inspection – Instrument/Analyser INST-0043,INST-0043,Inst,Flare-System,2018-09-15,2938,Inspection,Critical,False,6935.57,3.5,0.1,3.3,0.1,7.0,1,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,0.9436906407576829,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1358.91,-5576.66,False,DEFER
WO-00256,Calibration – Control Valve VLV-0073,VLV-0073,Vlv,Offsites,2022-01-09,1726,Calibration,High,False,1576.51,0.5,4.8,15.7,0.1,21.1,3,1.5,1095,3,2,3,2,13500,,3,True,Control Valve,1.5,1095.0,0.4830695779739014,183.37505752597372,asset_inline_fallback,2.65,4,3,12,HIGH,2592.27,1015.76,True,INCLUDE
WO-00257,Cleaning – Pressure Vessel VSL-0020,VSL-0020,Vsl,Offsites,2024-04-06,908,Cleaning,High,False,15567.32,27.3,0.7,0.1,6.3,34.4,4,2.8,3650,5,5,5,5,290000,,3,True,Pressure Vessel,2.8,3650.0,0.03153037313281988,4008.495097274088,asset_inline_fallback,5.0,1,5,5,MEDIUM,6857.86,-8709.46,False,DEFER
WO-00258,Inspection – Instrument/Analyser INST-0001,INST-0001,Inst,Offsites,2013-11-04,4714,Inspection,Low,False,4691.18,3.6,1.7,4.3,0.4,10.0,1,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-3251.18,False,DEFER
WO-00259,Testing – Instrument/Analyser INST-0003,INST-0003,Inst,Tank-Farm,2023-01-19,1351,Testing,High,False,2374.14,8.6,16.0,5.7,0.8,31.1,4,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.8039080875111133,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1157.63,-1216.51,False,DEFER
WO-00260,Testing – Instrument/Analyser INST-0155,INST-0155,Inst,Unit-100,2017-09-16,3302,Testing,Critical,False,6467.99,15.7,11.7,6.6,1.7,35.7,4,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,0.9568220024778556,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1377.82,-5090.17,False,DEFER
WO-00261,Inspection – Instrument/Analyser INST-0069,INST-0069,Inst,Utilities,2014-01-05,4652,Inspection,High,False,3296.44,7.5,0.7,1.3,0.3,9.8,1,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-1856.44,False,DEFER
WO-00262,Inspection – Centrifugal Pump PMP-0034,PMP-0034,Pmp,Unit-100,2022-12-15,1386,Inspection,Critical,False,4557.53,2.9,0.6,3.6,0.7,7.8,1,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.32904892704470495,1161.7050948759065,asset_inline_fallback,3.0,3,3,9,MEDIUM,7107.46,2549.93,True,INCLUDE
WO-00263,Replacement – Centrifugal Pump PMP-0004,PMP-0004,Pmp,Unit-100,2012-02-07,5350,Replacement,Critical,True,33394.56,57.8,5.4,7.7,5.0,75.89999999999999,9,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.9286009748472825,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,20057.78,-13336.78,True,INCLUDE
WO-00264,Inspection – Pressure Vessel VSL-0003,VSL-0003,Vsl,Tank-Farm,2019-01-17,2814,Inspection,Critical,False,1309.51,7.1,1.2,3.6,0.8,12.7,2,2.8,3650,5,5,5,5,290000,,4,True,Pressure Vessel,2.8,3650.0,0.17838398586734608,2102.4951345734225,asset_inline_fallback,5.0,3,5,15,HIGH,38798.52,37489.01,True,INCLUDE
WO-00265,Repair – Storage Tank TNK-0008,TNK-0008,Tnk,Offsites,2023-08-30,1128,Repair,High,False,59189.96,82.0,22.7,8.5,3.5,116.7,15,3.5,5475,4,5,3,4,390000,,3,True,Storage Tank,3.5,5475.0,0.0065978656692187295,5820.232369890925,asset_inline_fallback,4.0,1,4,4,LOW,1543.9,-57646.06,False,DEFER
WO-00266,Inspection – Centrifugal Pump PMP-0023,PMP-0023,Pmp,Unit-100,2020-07-26,2258,Inspection,High,False,3939.48,2.3,0.0,4.7,0.7,7.7,1,2.5,1825,3,2,4,3,48000,,3,True,Centrifugal Pump,2.5,1825.0,0.5387173388780507,289.70502829309,asset_inline_fallback,3.0,4,3,12,HIGH,11636.29,7696.81,True,INCLUDE
WO-00267,Replacement – Centrifugal Pump PMP-0045,PMP-0045,Pmp,Tank-Farm,2017-12-05,3222,Replacement,Critical,True,70611.87,54.4,13.7,16.0,5.1,89.19999999999999,11,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.7204061889392946,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,15560.77,-55051.1,True,INCLUDE
WO-00268,Calibration – Instrument/Analyser INST-0131,INST-0131,Inst,Unit-100,2024-03-22,923,Calibration,Low,False,2946.75,0.8,5.1,10.8,0.4,17.099999999999998,2,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,0.7144879782396125,237.2558267032498,asset_inline_fallback,2.0,5,2,10,HIGH,1028.86,-1917.89,False,DEFER
WO-00269,Calibration – Pressure Vessel VSL-0028,VSL-0028,Vsl,Flare-System,2016-07-27,3718,Calibration,Medium,False,1205.72,0.7,5.4,4.6,0.5,11.2,1,2.8,3650,5,5,5,5,290000,,2,True,Pressure Vessel,2.8,3650.0,0.2707222917747786,1198.495104398131,asset_inline_fallback,5.0,3,5,15,HIGH,58882.1,57676.38,True,INCLUDE
WO-00270,Cleaning – Control Valve VLV-0011,VLV-0011,Vlv,Tank-Farm,2015-05-31,4141,Cleaning,Medium,False,5762.1,21.5,1.4,0.5,7.0,30.4,4,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6297050793701312,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3379.15,-2382.95,False,DEFER
WO-00271,Repair – Reciprocating Compressor CMP-0015,CMP-0015,Cmp,Tank-Farm,2023-08-10,1148,Repair,Medium,False,12613.64,25.9,16.6,2.8,4.7,50.0,6,3.0,1460,5,4,5,5,490000,,2,True,Reciprocating Compressor,3.0,1460.0,0.46567920999174583,779.9306990478883,asset_inline_fallback,4.75,4,5,20,CRITICAL,162580.25,149966.61,True,INCLUDE
WO-00272,Inspection – Instrument/Analyser INST-0122,INST-0122,Inst,Flare-System,2018-11-25,2867,Inspection,High,False,4003.62,9.9,1.0,3.0,0.6,14.5,2,1.8,730,2,1,3,2,4800,,3,True,Instrument/Analyser,1.8,730.0,0.9406555268071131,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1354.54,-2649.08,False,DEFER
WO-00273,Inspection – Instrument/Analyser INST-0034,INST-0034,Inst,Offsites,2017-11-01,3256,Inspection,Critical,False,5612.42,5.2,0.6,1.1,0.8,7.7,1,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,0.9553627575973245,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1375.72,-4236.7,False,DEFER
WO-00274,Calibration – Instrument/Analyser INST-0105,INST-0105,Inst,Unit-200,2015-12-01,3957,Calibration,Medium,False,1269.57,1.2,4.0,6.5,0.5,12.2,2,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,170.43,False,DEFER
WO-00275,Inspection – Control Valve VLV-0042,VLV-0042,Vlv,Unit-300,2014-03-19,4579,Inspection,Medium,False,3829.06,5.6,0.4,3.3,0.1,9.4,1,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6474550892377791,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3474.41,-354.65,False,DEFER
WO-00276,Inspection – Instrument/Analyser INST-0035,INST-0035,Inst,Offsites,2016-09-07,3676,Inspection,Medium,False,4193.01,4.5,0.9,2.7,0.9,9.000000000000002,1,1.8,730,2,1,3,2,4800,,2,True,Instrument/Analyser,1.8,730.0,0.9669429011635602,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1392.4,-2800.61,False,DEFER
WO-00277,Calibration – Electrical Equipment ELEC-0063,ELEC-0063,Elec,Flare-System,2017-06-11,3399,Calibration,Low,False,831.83,0.7,2.6,10.7,0.7,14.7,2,2.0,1460,3,1,3,3,24000,,1,True,Electrical Equipment,2.0,1460.0,0.7066946598065181,1460.0,asset_inline_fallback,2.5,5,2,10,HIGH,6360.25,5528.42,True,INCLUDE
WO-00278,Cleaning – Control Valve VLV-0065,VLV-0065,Vlv,Flare-System,2012-01-18,5370,Cleaning,Critical,True,16361.74,8.3,0.1,1.6,3.3,13.3,2,1.5,1095,3,2,3,2,13500,,4,True,Control Valve,1.5,1095.0,0.6756293764937387,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3625.6,-12736.14,True,INCLUDE
WO-00279,Testing – Control Valve VLV-0114,VLV-0114,Vlv,Tank-Farm,2013-03-08,4955,Testing,Medium,False,14471.06,13.1,11.6,20.7,0.4,45.8,6,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.6614112351283963,1095.0,asset_inline_fallback,2.65,5,3,15,HIGH,3549.3,-10921.76,False,DEFER
WO-00280,Replacement – Heat Exchanger HX-0023,HX-0023,Hx,Unit-300,2017-12-31,3196,Replacement,Critical,False,109960.5,55.8,13.7,6.2,5.3,81.0,10,2.0,2190,4,3,5,4,195000,,4,True,Heat Exchanger,2.0,2190.0,0.4020399627718998,127.16541565452007,asset_inline_fallback,4.0,4,4,16,HIGH,47038.68,-62921.82,False,DEFER
WO-00281,Repair – Instrument/Analyser INST-0105,INST-0105,Inst,Unit-200,2015-12-01,3957,Repair,Critical,True,12795.42,13.0,22.3,10.2,8.5,54.0,7,1.8,730,2,1,3,2,4800,,4,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-11355.42,True,INCLUDE
WO-00282,Calibration – Centrifugal Pump PMP-0021,PMP-0021,Pmp,Unit-300,2015-05-02,4170,Calibration,Critical,True,304.54,0.1,5.7,7.5,0.6,13.9,2,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.8414929558742112,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,18176.25,17871.71,True,INCLUDE
WO-00283,Inspection – Control Valve VLV-0023,VLV-0023,Vlv,Flare-System,2017-05-31,3410,Inspection,Medium,False,5980.9,3.7,1.3,4.0,0.1,9.1,1,1.5,1095,3,2,3,2,13500,,2,True,Control Valve,1.5,1095.0,0.5956823848507298,1095.0,asset_inline_fallback,2.65,4,3,12,HIGH,3196.58,-2784.32,False,DEFER
WO-00284,Replacement – Instrument/Analyser INST-0152,INST-0152,Inst,Utilities,2014-06-16,4490,Replacement,Low,False,49797.79,12.5,17.1,15.2,5.5,50.3,6,1.8,730,2,1,3,2,4800,,1,True,Instrument/Analyser,1.8,730.0,1.0,730.0,asset_inline_fallback,2.0,5,2,10,HIGH,1440.0,-48357.79,False,DEFER
WO-00285,Replacement – Centrifugal Pump PMP-0013,PMP-0013,Pmp,Unit-200,2014-03-04,4594,Replacement,Critical,False,107439.62,45.4,18.7,22.2,9.9,96.2,12,2.5,1825,3,2,4,3,48000,,4,True,Centrifugal Pump,2.5,1825.0,0.8796656890365626,1825.0,asset_inline_fallback,3.0,5,3,15,HIGH,19000.78,-88438.84,False,DEFER
WO-00286,Calibration – Piping/Pipeline Segment PPL-0039,PPL-0039,Ppl,Unit-100,2023-06-10,1209,Calibration,High,False,2452.58,1.3,4.2,19.4,0.2,25.099999999999998,3,2.0,3285,4,4,3,3,88000,,3,True,Piping/Pipeline Segment,2.0,3285.0,0.08983699987669254,3775.7481439567046,asset_inline_fallback,3.65,2,4,8,MEDIUM,4328.35,1875.77,True,INCLUDE
