asset_tag,asset_class,failure_no,time_to_failure_d,failure_date,failure_mode,severity
INST-0040,INST,3,233.89,2021-05-06,Blockage,2
INST-0040,INST,4,284.8,2021-06-26,Wear,2
INST-0040,INST,5,1230.43,2024-01-28,Leakage,2
INST-0041,INST,1,318.28,2016-04-25,Corrosion,2
INST-0041,INST,2,1187.8,2018-09-11,Wear,4
INST-0042,INST,1,360.77,2014-05-03,Fatigue,2
INST-0042,INST,2,496.82,2014-09-16,Corrosion,2
INST-0042,INST,3,526.61,2014-10-16,Fouling,1
INST-0042,INST,4,687.59,2015-03-26,Fouling,5
INST-0043,INST,1,290.49,2019-07-02,Blockage,4
INST-0043,INST,2,514.55,2020-02-11,Bearing Failure,5
INST-0043,INST,3,528.01,2020-02-25,Wear,5
INST-0043,INST,4,615.72,2020-05-22,Fatigue,4
INST-0043,INST,5,744.53,2020-09-28,Blockage,3
INST-0044,INST,1,493.72,2019-10-28,Fouling,5
INST-0044,INST,2,699.06,2020-05-21,Blockage,3
INST-0045,INST,1,134.4,2021-09-20,Fouling,5
INST-0045,INST,2,505.61,2022-09-26,Bearing Failure,3
INST-0045,INST,3,735.73,2023-05-14,Fouling,4
INST-0045,INST,4,1098.47,2024-05-11,Leakage,3
INST-0045,INST,5,1360.58,2025-01-28,Wear,1
INST-0045,INST,6,1605.22,2025-09-30,Corrosion,3
INST-0046,INST,1,653.84,2015-10-28,Corrosion,4
INST-0046,INST,2,709.81,2015-12-23,Bearing Failure,1
INST-0046,INST,3,724.98,2016-01-07,Fatigue,2
INST-0046,INST,4,775.45,2016-02-27,Blockage,5
INST-0046,INST,5,1052.13,2016-11-30,Leakage,3
INST-0047,INST,1,124.37,2024-06-20,Leakage,1
INST-0047,INST,2,682.1,2025-12-30,Fatigue,1
INST-0047,INST,3,885.12,2026-07-21,Fouling,2
INST-0047,INST,4,1595.37,2026-10-01,Corrosion,2
INST-0048,INST,1,446.28,2025-12-18,Leakage,5
INST-0048,INST,2,640.2,2026-06-30,Blockage,2
INST-0048,INST,3,692.77,2026-08-21,Blockage,5
INST-0048,INST,4,755.91,2026-10-01,Blockage,2
INST-0048,INST,5,836.1,2026-10-01,Corrosion,3
INST-0048,INST,6,1425.73,2026-10-01,Blockage,5
INST-0049,INST,1,228.96,2025-08-07,Fouling,4
INST-0049,INST,2,235.32,2025-08-14,Seal Failure,2
INST-0049,INST,3,494.43,2026-04-30,Fatigue,1
INST-0049,INST,4,1007.64,2026-10-01,Fatigue,4
INST-0050,INST,1,543.27,2023-04-25,Wear,3
INST-0050,INST,2,548.41,2023-04-30,Fouling,5
INST-0050,INST,3,947.03,2024-06-02,Blockage,3
INST-0051,INST,1,388.53,2024-05-23,Seal Failure,1
INST-0051,INST,2,406.25,2024-06-10,Fouling,2
INST-0051,INST,3,594.76,2024-12-15,Fouling,4
INST-0051,INST,4,732.24,2025-05-02,Corrosion,2
INST-0051,INST,5,1083.93,2026-04-18,Leakage,2
INST-0052,INST,1,175.84,2021-11-03,Bearing Failure,5
INST-0052,INST,2,648.56,2023-02-19,Leakage,5
INST-0053,INST,1,565.99,2026-10-01,Leakage,2
INST-0053,INST,2,635.34,2026-10-01,Fatigue,5
INST-0053,INST,3,758.35,2026-10-01,Blockage,2
INST-0053,INST,4,1400.6,2026-10-01,Bearing Failure,5
INST-0054,INST,1,362.59,2015-03-04,Bearing Failure,1
INST-0054,INST,2,412.59,2015-04-23,Leakage,1
INST-0054,INST,3,788.84,2016-05-03,Blockage,1
INST-0054,INST,4,1137.51,2017-04-17,Fouling,2
INST-0054,INST,5,1243.44,2017-08-01,Leakage,2
INST-0055,INST,1,121.9,2020-11-15,Fouling,5
INST-0055,INST,2,554.65,2022-01-22,Blockage,2
INST-0055,INST,3,842.98,2022-11-06,Fouling,3
INST-0055,INST,4,891.75,2022-12-25,Seal Failure,3
INST-0055,INST,5,1002.99,2023-04-15,Wear,4
INST-0056,INST,1,371.51,2024-08-14,Leakage,4
INST-0056,INST,2,515.26,2025-01-05,Fouling,5
INST-0056,INST,3,2004.96,2026-10-01,Fouling,3
INST-0057,INST,1,277.43,2024-11-01,Fouling,3
INST-0057,INST,2,965.25,2026-09-20,Leakage,2
INST-0057,INST,3,1131.02,2026-10-01,Blockage,4
INST-0058,INST,1,348.87,2021-08-07,Seal Failure,2
INST-0058,INST,2,535.27,2022-02-10,Fouling,2
INST-0059,INST,1,136.77,2012-03-13,Fouling,2
INST-0059,INST,2,330.39,2012-09-23,Fouling,3
INST-0059,INST,3,345.83,2012-10-08,Fouling,2
INST-0059,INST,4,590.79,2013-06-10,Seal Failure,2
INST-0059,INST,5,1422.96,2015-09-20,Seal Failure,1
INST-0060,INST,1,373.97,2015-12-21,Leakage,4
INST-0060,INST,2,470.47,2016-03-27,Bearing Failure,1
INST-0060,INST,3,682.57,2016-10-25,Fatigue,4
INST-0060,INST,4,1199.84,2018-03-26,Leakage,3
INST-0061,INST,1,107.63,2016-06-04,Corrosion,1
INST-0061,INST,2,108.04,2016-06-05,Seal Failure,4
INST-0061,INST,3,433.91,2017-04-26,Fatigue,4
INST-0061,INST,4,605.86,2017-10-15,Bearing Failure,2
INST-0061,INST,5,672.49,2017-12-21,Corrosion,4
INST-0061,INST,6,700.75,2018-01-18,Bearing Failure,1
INST-0062,INST,1,308.24,2016-09-22,Seal Failure,1
INST-0062,INST,2,520.85,2017-04-22,Blockage,2
INST-0062,INST,3,867.19,2018-04-04,Fouling,1
INST-0063,INST,1,136.4,2017-02-27,Blockage,3
INST-0063,INST,2,194.98,2017-04-26,Leakage,1
INST-0063,INST,3,429.53,2017-12-17,Corrosion,5
INST-0063,INST,4,729.21,2018-10-13,Leakage,3
INST-0063,INST,5,772.98,2018-11-25,Wear,5
INST-0063,INST,6,890.61,2019-03-23,Fouling,5
INST-0064,INST,1,101.34,2025-11-17,Bearing Failure,4
INST-0064,INST,2,282.35,2026-05-17,Seal Failure,1
INST-0064,INST,3,327.01,2026-07-01,Fouling,4
INST-0064,INST,4,639.51,2026-10-01,Leakage,3
INST-0064,INST,5,728.76,2026-10-01,Bearing Failure,1
INST-0064,INST,6,748.39,2026-10-01,Fouling,3
INST-0065,INST,1,42.81,2018-07-09,Corrosion,2
INST-0065,INST,2,493.82,2019-10-03,Corrosion,3
INST-0065,INST,3,678.08,2020-04-05,Bearing Failure,5
INST-0065,INST,4,1078.75,2021-05-10,Blockage,1
INST-0065,INST,5,1082.57,2021-05-14,Corrosion,2
INST-0065,INST,6,1275.0,2021-11-23,Corrosion,5
INST-0066,INST,1,144.52,2023-11-09,Leakage,5
INST-0066,INST,2,1340.9,2026-10-01,Corrosion,2
INST-0067,INST,1,287.57,2014-11-02,Blockage,3
INST-0067,INST,2,320.4,2014-12-05,Wear,3
INST-0067,INST,3,391.24,2015-02-14,Seal Failure,3
INST-0067,INST,4,392.78,2015-02-15,Seal Failure,5
INST-0068,INST,1,511.48,2013-04-24,Fatigue,4
INST-0068,INST,2,528.13,2013-05-11,Fouling,3
INST-0068,INST,3,579.14,2013-07-01,Corrosion,2
INST-0068,INST,4,732.85,2013-12-01,Bearing Failure,5
INST-0068,INST,5,737.14,2013-12-06,Leakage,2
INST-0068,INST,6,986.73,2014-08-12,Corrosion,1
INST-0069,INST,1,554.26,2015-07-13,Blockage,5
INST-0069,INST,2,751.89,2016-01-26,Wear,4
INST-0069,INST,3,780.97,2016-02-24,Fatigue,1
INST-0070,INST,1,288.69,2012-09-07,Fatigue,3
INST-0070,INST,2,385.84,2012-12-13,Fatigue,3
INST-0070,INST,3,617.34,2013-08-02,Fouling,4
INST-0070,INST,4,736.23,2013-11-29,Corrosion,1
INST-0071,INST,1,47.47,2019-08-11,Bearing Failure,1
INST-0071,INST,2,137.32,2019-11-09,Seal Failure,5
INST-0071,INST,3,752.65,2021-07-16,Wear,2
INST-0071,INST,4,1040.94,2022-04-30,Leakage,3
INST-0072,INST,1,946.07,2022-11-06,Leakage,5
INST-0072,INST,2,1097.74,2023-04-06,Fatigue,3
INST-0073,INST,1,166.07,2015-08-22,Corrosion,4
INST-0073,INST,2,249.8,2015-11-13,Corrosion,4
INST-0073,INST,3,356.85,2016-02-28,Fouling,5
INST-0073,INST,4,475.52,2016-06-26,Wear,5
INST-0073,INST,5,861.52,2017-07-17,Corrosion,1
INST-0074,INST,1,328.91,2020-07-31,Leakage,1
INST-0074,INST,2,333.24,2020-08-05,Wear,3
INST-0074,INST,3,420.73,2020-10-31,Blockage,3
INST-0074,INST,4,578.36,2021-04-07,Leakage,5
INST-0074,INST,5,1264.33,2023-02-22,Leakage,3
INST-0075,INST,1,275.29,2024-05-25,Bearing Failure,3
INST-0075,INST,2,474.74,2024-12-10,Seal Failure,3
INST-0075,INST,3,577.99,2025-03-23,Bearing Failure,4
INST-0075,INST,4,1017.85,2026-06-06,Blockage,4
INST-0075,INST,5,1096.72,2026-08-24,Wear,3
INST-0076,INST,1,264.94,2023-12-11,Wear,3
INST-0076,INST,2,803.38,2025-06-02,Blockage,3
INST-0076,INST,3,1540.32,2026-10-01,Fouling,1
INST-0077,INST,1,141.97,2025-07-06,Leakage,5
INST-0077,INST,2,536.98,2026-08-05,Blockage,2
INST-0077,INST,3,554.23,2026-08-23,Corrosion,2
INST-0077,INST,4,726.41,2026-10-01,Leakage,2
INST-0077,INST,5,797.33,2026-10-01,Blockage,1
INST-0078,INST,1,604.13,2024-02-24,Leakage,4
INST-0078,INST,2,2193.68,2026-10-01,Fatigue,4
INST-0079,INST,1,921.34,2021-06-01,Seal Failure,1
INST-0079,INST,2,933.16,2021-06-13,Fatigue,3
INST-0079,INST,3,944.47,2021-06-24,Corrosion,3
INST-0079,INST,4,1145.81,2022-01-11,Wear,4
INST-0079,INST,5,1245.15,2022-04-21,Wear,1
INST-0080,INST,1,80.5,2017-10-07,Fatigue,2
INST-0080,INST,2,248.69,2018-03-24,Corrosion,4
INST-0080,INST,3,368.17,2018-07-22,Bearing Failure,2
INST-0080,INST,4,463.37,2018-10-25,Bearing Failure,4
INST-0080,INST,5,718.6,2019-07-07,Seal Failure,3
INST-0081,INST,1,70.76,2024-10-07,Fouling,3
INST-0081,INST,2,405.42,2025-09-07,Leakage,4
INST-0081,INST,3,440.69,2025-10-12,Wear,3
INST-0081,INST,4,458.18,2025-10-30,Bearing Failure,2
INST-0081,INST,5,611.62,2026-04-01,Blockage,5
INST-0081,INST,6,1064.92,2026-10-01,Leakage,1
INST-0082,INST,1,352.3,2023-04-22,Bearing Failure,5
INST-0082,INST,2,398.03,2023-06-07,Fatigue,3
INST-0082,INST,3,426.73,2023-07-05,Bearing Failure,4
INST-0082,INST,4,618.64,2024-01-13,Leakage,2
INST-0083,INST,1,230.6,2017-06-17,Fouling,4
INST-0083,INST,2,331.64,2017-09-26,Wear,3
INST-0083,INST,3,817.93,2019-01-25,Seal Failure,4
INST-0083,INST,4,980.14,2019-07-07,Wear,2
INST-0083,INST,5,1171.29,2020-01-14,Corrosion,4
INST-0083,INST,6,1187.94,2020-01-30,Fatigue,3
INST-0084,INST,1,509.22,2018-01-23,Corrosion,5
INST-0084,INST,2,561.62,2018-03-16,Corrosion,1
INST-0084,INST,3,610.86,2018-05-04,Wear,2
INST-0084,INST,4,775.58,2018-10-16,Leakage,2
INST-0084,INST,5,1049.91,2019-07-17,Bearing Failure,3
INST-0085,INST,1,1047.96,2017-12-11,Wear,3
INST-0085,INST,2,1653.82,2019-08-09,Seal Failure,3
INST-0086,INST,1,407.13,2026-01-20,Seal Failure,2
INST-0086,INST,2,442.22,2026-02-24,Fouling,1
INST-0086,INST,3,687.03,2026-10-01,Blockage,4
INST-0087,INST,1,154.36,2018-08-17,Bearing Failure,4
INST-0087,INST,2,192.55,2018-09-24,Wear,5
INST-0087,INST,3,428.58,2019-05-18,Blockage,5
INST-0088,INST,1,266.64,2021-09-29,Bearing Failure,1
INST-0088,INST,2,286.93,2021-10-19,Fouling,2
INST-0088,INST,3,436.31,2022-03-18,Corrosion,5
INST-0088,INST,4,794.88,2023-03-11,Leakage,3
INST-0088,INST,5,868.66,2023-05-24,Bearing Failure,1
INST-0088,INST,6,1283.03,2024-07-12,Corrosion,5
INST-0089,INST,1,381.86,2020-01-17,Fouling,2
INST-0089,INST,2,796.77,2021-03-07,Leakage,4
INST-0089,INST,3,797.7,2021-03-08,Bearing Failure,2
INST-0089,INST,4,1291.41,2022-07-15,Bearing Failure,5
INST-0090,INST,1,322.27,2015-11-18,Fatigue,3
INST-0090,INST,2,648.49,2016-10-09,Fatigue,4
INST-0090,INST,3,871.59,2017-05-20,Wear,1
INST-0090,INST,4,907.91,2017-06-25,Leakage,2
INST-0090,INST,5,1210.2,2018-04-24,Fouling,3
INST-0091,INST,1,296.65,2019-07-02,Corrosion,4
INST-0091,INST,2,535.7,2020-02-26,Corrosion,2
INST-0091,INST,3,1066.08,2021-08-10,Seal Failure,5
INST-0091,INST,4,1605.59,2023-01-31,Corrosion,3
INST-0092,INST,1,569.61,2014-08-02,Leakage,4
INST-0092,INST,2,785.82,2015-03-06,Fouling,4
INST-0093,INST,1,528.98,2015-04-21,Fouling,2
INST-0093,INST,2,569.52,2015-06-01,Leakage,3
INST-0093,INST,3,996.16,2016-08-01,Fatigue,3
INST-0094,INST,1,492.47,2022-05-02,Blockage,3
INST-0094,INST,2,634.59,2022-09-21,Bearing Failure,5
INST-0094,INST,3,778.09,2023-02-12,Fouling,1
INST-0094,INST,4,891.3,2023-06-05,Bearing Failure,1
INST-0094,INST,5,1095.03,2023-12-26,Fouling,5
INST-0095,INST,1,256.66,2019-01-07,Seal Failure,2
INST-0095,INST,2,494.61,2019-09-02,Fatigue,3
INST-0095,INST,3,846.34,2020-08-19,Wear,3
INST-0095,INST,4,1426.18,2022-03-22,Fouling,5
INST-0096,INST,1,350.96,2025-03-29,Fouling,4
INST-0096,INST,2,1064.21,2026-10-01,Seal Failure,2
INST-0097,INST,1,434.75,2014-02-08,Wear,4
INST-0097,INST,2,585.68,2014-07-09,Seal Failure,5
INST-0097,INST,3,653.44,2014-09-15,Fouling,1
INST-0097,INST,4,714.85,2014-11-15,Wear,3
INST-0097,INST,5,842.66,2015-03-23,Corrosion,5
INST-0097,INST,6,996.62,2015-08-24,Wear,5
INST-0098,INST,1,304.41,2017-10-04,Fatigue,1
INST-0098,INST,2,540.07,2018-05-28,Fouling,2
INST-0098,INST,3,1499.23,2021-01-11,Seal Failure,3
INST-0099,INST,1,408.3,2022-02-16,Corrosion,1
INST-0099,INST,2,596.51,2022-08-23,Wear,2
INST-0100,INST,1,187.64,2023-08-01,Fatigue,3
INST-0100,INST,2,404.14,2024-03-05,Seal Failure,2
INST-0100,INST,3,445.19,2024-04-15,Corrosion,3
INST-0100,INST,4,906.32,2025-07-20,Wear,3
INST-0101,INST,1,157.16,2013-03-16,Wear,4
INST-0101,INST,2,194.08,2013-04-22,Corrosion,1
INST-0101,INST,3,451.11,2014-01-04,Corrosion,5
INST-0101,INST,4,501.23,2014-02-23,Blockage,3
INST-0101,INST,5,523.89,2014-03-17,Seal Failure,4
INST-0101,INST,6,793.34,2014-12-12,Seal Failure,3
INST-0102,INST,1,123.25,2019-10-26,Wear,2
INST-0102,INST,2,231.01,2020-02-11,Blockage,3
INST-0102,INST,3,406.87,2020-08-04,Corrosion,5
INST-0102,INST,4,599.99,2021-02-13,Seal Failure,3
INST-0102,INST,5,811.66,2021-09-13,Fouling,1
INST-0102,INST,6,962.49,2022-02-11,Fouling,3
INST-0103,INST,1,186.46,2017-11-20,Corrosion,3
INST-0103,INST,2,293.58,2018-03-07,Blockage,3
INST-0103,INST,3,514.53,2018-10-14,Fouling,4
INST-0103,INST,4,685.82,2019-04-03,Bearing Failure,2
INST-0103,INST,5,917.97,2019-11-21,Blockage,3
INST-0103,INST,6,1089.82,2020-05-11,Wear,3
INST-0104,INST,1,57.39,2025-10-21,Seal Failure,4
INST-0104,INST,2,214.75,2026-03-27,Bearing Failure,5
INST-0104,INST,3,294.59,2026-06-15,Corrosion,3
INST-0104,INST,4,511.38,2026-10-01,Seal Failure,1
INST-0104,INST,5,1009.03,2026-10-01,Bearing Failure,1
INST-0104,INST,6,1642.27,2026-10-01,Fouling,2
INST-0105,INST,1,281.75,2016-09-07,Corrosion,2
INST-0105,INST,2,804.38,2018-02-12,Leakage,5
INST-0106,INST,1,760.27,2018-12-19,Bearing Failure,4
INST-0106,INST,2,1182.97,2020-02-14,Blockage,3
INST-0107,INST,1,144.58,2017-06-19,Corrosion,1
INST-0107,INST,2,280.52,2017-11-02,Bearing Failure,4
INST-0108,INST,1,859.02,2021-06-03,Seal Failure,2
INST-0108,INST,2,1080.13,2022-01-10,Bearing Failure,3
INST-0109,INST,1,294.22,2013-12-01,Fatigue,2
INST-0109,INST,2,430.49,2014-04-16,Bearing Failure,3
INST-0109,INST,3,860.66,2015-06-20,Seal Failure,3
INST-0109,INST,4,1334.9,2016-10-06,Corrosion,5
INST-0110,INST,1,105.25,2015-12-16,Blockage,5
INST-0110,INST,2,365.89,2016-09-01,Bearing Failure,4
INST-0110,INST,3,1033.22,2018-07-01,Fouling,4
INST-0110,INST,4,1120.6,2018-09-26,Fatigue,4
INST-0111,INST,1,397.09,2015-11-24,Corrosion,4
INST-0111,INST,2,724.96,2016-10-16,Wear,1
INST-0112,INST,1,176.45,2014-02-08,Corrosion,1
INST-0112,INST,2,200.95,2014-03-04,Leakage,5
INST-0112,INST,3,386.34,2014-09-06,Corrosion,4
INST-0112,INST,4,500.32,2014-12-29,Fatigue,4
INST-0112,INST,5,584.77,2015-03-23,Fouling,1
INST-0112,INST,6,1421.49,2017-07-07,Fatigue,3
INST-0113,INST,1,209.01,2016-01-29,Blockage,4
INST-0113,INST,2,224.32,2016-02-13,Blockage,5
INST-0113,INST,3,414.31,2016-08-21,Corrosion,1
INST-0113,INST,4,599.7,2017-02-22,Leakage,1
INST-0113,INST,5,923.92,2018-01-12,Corrosion,3
INST-0114,INST,1,281.66,2020-05-13,Seal Failure,1
INST-0114,INST,2,619.11,2021-04-16,Fatigue,4
INST-0114,INST,3,667.14,2021-06-03,Corrosion,3
INST-0114,INST,4,715.76,2021-07-21,Wear,2
INST-0114,INST,5,834.14,2021-11-17,Corrosion,4
INST-0114,INST,6,1323.55,2023-03-21,Blockage,1
INST-0115,INST,1,207.95,2017-03-02,Blockage,5
INST-0115,INST,2,270.91,2017-05-04,Wear,4
INST-0115,INST,3,702.03,2018-07-10,Seal Failure,1
INST-0115,INST,4,729.23,2018-08-06,Fatigue,5
INST-0115,INST,5,845.86,2018-11-30,Seal Failure,2
INST-0116,INST,1,401.66,2013-04-13,Fatigue,1
INST-0116,INST,2,438.53,2013-05-20,Seal Failure,5
INST-0116,INST,3,1014.04,2014-12-17,Corrosion,2
INST-0117,INST,1,176.56,2022-03-15,Bearing Failure,2
INST-0117,INST,2,620.88,2023-06-02,Corrosion,2
INST-0117,INST,3,905.82,2024-03-13,Blockage,5
INST-0117,INST,4,1508.32,2025-11-06,Seal Failure,3
INST-0118,INST,1,276.7,2016-03-29,Bearing Failure,4
INST-0118,INST,2,283.17,2016-04-05,Bearing Failure,2
INST-0118,INST,3,492.22,2016-10-31,Bearing Failure,4
INST-0118,INST,4,612.34,2017-02-28,Blockage,1
INST-0118,INST,5,675.47,2017-05-02,Seal Failure,5
INST-0118,INST,6,810.45,2017-09-14,Fatigue,4
INST-0119,INST,1,388.53,2021-12-19,Seal Failure,1
INST-0119,INST,2,432.6,2022-02-01,Wear,4
INST-0120,INST,1,78.5,2024-03-26,Wear,5
INST-0120,INST,2,1080.54,2026-10-01,Seal Failure,5
INST-0120,INST,3,1697.76,2026-10-01,Corrosion,2
INST-0121,INST,1,644.09,2016-08-21,Leakage,5
INST-0121,INST,2,739.14,2016-11-24,Leakage,1
INST-0121,INST,3,1210.84,2018-03-10,Fatigue,5
INST-0121,INST,4,1597.61,2019-04-01,Seal Failure,5
INST-0121,INST,5,1659.5,2019-06-02,Seal Failure,1
INST-0122,INST,1,102.66,2019-03-07,Bearing Failure,1
INST-0122,INST,2,348.78,2019-11-08,Corrosion,5
INST-0122,INST,3,675.73,2020-09-30,Blockage,4
INST-0122,INST,4,739.18,2020-12-03,Wear,4
INST-0123,INST,1,395.84,2020-04-29,Seal Failure,3
INST-0123,INST,2,419.64,2020-05-23,Corrosion,2
INST-0123,INST,3,498.81,2020-08-10,Bearing Failure,1
INST-0123,INST,4,564.56,2020-10-15,Wear,2
INST-0123,INST,5,1085.06,2022-03-20,Leakage,4
INST-0123,INST,6,1141.25,2022-05-15,Seal Failure,3
INST-0124,INST,1,551.02,2013-07-30,Wear,4
INST-0124,INST,2,926.28,2014-08-09,Leakage,2
INST-0125,INST,1,214.04,2015-03-27,Blockage,3
INST-0125,INST,2,529.03,2016-02-05,Leakage,3
INST-0125,INST,3,1241.71,2018-01-17,Bearing Failure,3
INST-0126,INST,1,173.03,2025-01-14,Bearing Failure,4
INST-0126,INST,2,654.01,2026-05-10,Blockage,2
INST-0126,INST,3,688.18,2026-06-13,Wear,3
INST-0127,INST,1,347.98,2015-06-25,Corrosion,2
INST-0127,INST,2,395.73,2015-08-12,Fouling,2
INST-0127,INST,3,2359.4,2020-12-27,Bearing Failure,3
INST-0128,INST,1,69.27,2013-01-01,Seal Failure,1
INST-0128,INST,2,117.65,2013-02-18,Fatigue,3
INST-0128,INST,3,222.42,2013-06-03,Corrosion,2
INST-0128,INST,4,737.37,2014-10-31,Fatigue,5
INST-0129,INST,1,179.99,2025-09-22,Seal Failure,4
INST-0129,INST,2,394.65,2026-04-25,Fouling,3
INST-0129,INST,3,543.41,2026-09-21,Leakage,2
INST-0129,INST,4,569.79,2026-10-01,Wear,2
INST-0129,INST,5,643.77,2026-10-01,Fatigue,2
INST-0129,INST,6,1685.79,2026-10-01,Corrosion,1
INST-0130,INST,1,288.78,2021-04-29,Bearing Failure,4
INST-0130,INST,2,458.85,2021-10-16,Seal Failure,5
INST-0130,INST,3,493.13,2021-11-20,Wear,2
INST-0130,INST,4,514.32,2021-12-11,Corrosion,3
INST-0130,INST,5,598.19,2022-03-05,Bearing Failure,5
INST-0130,INST,6,861.99,2022-11-23,Fouling,2
INST-0131,INST,1,159.43,2024-08-28,Leakage,3
INST-0131,INST,2,223.33,2024-10-31,Fouling,2
INST-0131,INST,3,621.49,2025-12-03,Bearing Failure,2
INST-0131,INST,4,898.25,2026-09-06,Blockage,1
INST-0131,INST,5,992.02,2026-10-01,Fouling,2
INST-0131,INST,6,1143.31,2026-10-01,Bearing Failure,4
INST-0132,INST,1,347.76,2017-04-03,Corrosion,2
INST-0132,INST,2,444.07,2017-07-09,Blockage,3
INST-0132,INST,3,593.75,2017-12-05,Wear,5
INST-0132,INST,4,858.07,2018-08-27,Bearing Failure,1
INST-0132,INST,5,927.1,2018-11-04,Leakage,4
INST-0132,INST,6,1449.12,2020-04-09,Seal Failure,5
INST-0133,INST,1,688.45,2016-10-23,Seal Failure,1
INST-0133,INST,2,801.52,2017-02-13,Corrosion,5
INST-0133,INST,3,1231.62,2018-04-19,Corrosion,3
INST-0133,INST,4,1318.79,2018-07-15,Fatigue,2
INST-0134,INST,1,210.4,2014-03-21,Fouling,1
INST-0134,INST,2,223.52,2014-04-03,Corrosion,1
INST-0134,INST,3,672.04,2015-06-26,Blockage,2
INST-0134,INST,4,1001.9,2016-05-20,Fatigue,1
INST-0135,INST,1,79.13,2014-10-06,Fouling,4
INST-0135,INST,2,310.56,2015-05-25,Corrosion,1
INST-0135,INST,3,458.95,2015-10-20,Bearing Failure,1
INST-0135,INST,4,1511.07,2018-09-07,Fouling,2
INST-0136,INST,1,320.11,2025-12-10,Blockage,1
INST-0136,INST,2,667.49,2026-10-01,Leakage,3
INST-0137,INST,1,654.98,2018-11-04,Leakage,1
INST-0137,INST,2,772.06,2019-03-02,Blockage,4
INST-0137,INST,3,930.79,2019-08-07,Fatigue,1
INST-0137,INST,4,942.4,2019-08-19,Seal Failure,1
INST-0137,INST,5,1279.15,2020-07-21,Seal Failure,4
INST-0138,INST,1,338.05,2014-09-02,Corrosion,2
INST-0138,INST,2,458.63,2014-12-31,Wear,2
INST-0138,INST,3,919.19,2016-04-05,Bearing Failure,2
INST-0139,INST,1,200.09,2019-02-06,Leakage,3
INST-0139,INST,2,206.01,2019-02-12,Fatigue,5
INST-0139,INST,3,383.37,2019-08-08,Corrosion,3
INST-0139,INST,4,711.68,2020-07-01,Fouling,4
INST-0139,INST,5,848.01,2020-11-15,Seal Failure,4
INST-0140,INST,1,383.87,2017-04-29,Leakage,1
INST-0140,INST,2,486.95,2017-08-10,Blockage,1
INST-0140,INST,3,552.15,2017-10-15,Leakage,2
INST-0140,INST,4,935.1,2018-11-02,Blockage,1
INST-0140,INST,5,960.88,2018-11-27,Fouling,5
INST-0140,INST,6,971.63,2018-12-08,Wear,2
INST-0141,INST,1,739.35,2022-02-28,Fouling,4
INST-0141,INST,2,791.47,2022-04-21,Fatigue,1
INST-0142,INST,1,493.46,2014-07-28,Blockage,2
INST-0142,INST,2,833.78,2015-07-03,Corrosion,1
INST-0143,INST,1,130.36,2022-10-13,Leakage,2
INST-0143,INST,2,172.05,2022-11-24,Bearing Failure,1
INST-0143,INST,3,227.25,2023-01-18,Bearing Failure,3
INST-0143,INST,4,506.95,2023-10-24,Fatigue,4
INST-0143,INST,5,534.75,2023-11-21,Bearing Failure,3
INST-0143,INST,6,655.02,2024-03-21,Corrosion,1
INST-0144,INST,1,143.1,2014-03-19,Fatigue,4
INST-0144,INST,2,206.2,2014-05-21,Fatigue,2
INST-0144,INST,3,519.26,2015-03-30,Bearing Failure,3
INST-0144,INST,4,682.58,2015-09-09,Bearing Failure,1
INST-0144,INST,5,855.91,2016-02-29,Fouling,3
INST-0144,INST,6,1405.26,2017-09-01,Bearing Failure,1
INST-0145,INST,1,446.73,2015-01-13,Bearing Failure,5
INST-0145,INST,2,490.99,2015-02-26,Fatigue,5
INST-0146,INST,1,399.35,2022-08-30,Corrosion,5
INST-0146,INST,2,673.04,2023-05-31,Fatigue,5
INST-0146,INST,3,845.37,2023-11-19,Fatigue,4
INST-0147,INST,1,215.49,2020-10-14,Corrosion,4
INST-0147,INST,2,305.35,2021-01-12,Corrosion,2
INST-0147,INST,3,424.69,2021-05-11,Seal Failure,2
INST-0147,INST,4,1075.69,2023-02-21,Corrosion,4
INST-0148,INST,1,411.6,2023-01-12,Blockage,1
INST-0148,INST,2,552.1,2023-06-02,Fouling,2
INST-0148,INST,3,776.64,2024-01-12,Blockage,3
INST-0148,INST,4,1016.41,2024-09-08,Wear,4
INST-0148,INST,5,1114.15,2024-12-15,Wear,2
INST-0149,INST,1,206.57,2023-09-10,Leakage,3
INST-0149,INST,2,632.75,2024-11-09,Leakage,3
INST-0149,INST,3,728.69,2025-02-13,Wear,1
INST-0149,INST,4,747.31,2025-03-04,Leakage,1
INST-0149,INST,5,1165.46,2026-04-26,Fouling,1
INST-0150,INST,1,589.41,2026-03-06,Corrosion,3
INST-0150,INST,2,849.04,2026-10-01,Blockage,1
INST-0150,INST,3,1247.93,2026-10-01,Wear,2
INST-0151,INST,1,129.48,2016-01-24,Bearing Failure,1
INST-0151,INST,2,509.66,2017-02-07,Bearing Failure,1
INST-0151,INST,3,545.67,2017-03-15,Bearing Failure,1
INST-0151,INST,4,753.68,2017-10-09,Leakage,2
INST-0151,INST,5,1093.81,2018-09-14,Corrosion,2
INST-0151,INST,6,1150.08,2018-11-10,Wear,1
INST-0152,INST,1,138.47,2014-11-01,Fatigue,5
INST-0152,INST,2,672.71,2016-04-18,Wear,2
INST-0152,INST,3,859.26,2016-10-22,Corrosion,3
INST-0152,INST,4,1130.78,2017-07-20,Fatigue,1
